,date,count,mean,std,min,25%,50%,75%,max
52,may12_may13,770.0,0.17145464040040947,0.25371662629292024,-0.2,0.0,0.075,0.325,0.9375
53,may13_may14,566.0,0.11104951089105242,0.23089506949941493,-0.625,0.0,0.0,0.20625,0.9765625
54,may14-may15,808.0,0.13816362216578798,0.2800025372814483,-1.0,0.0,0.09375,0.2916666666666667,0.875
55,may15_may16,726.0,0.08314841806908783,0.24414362056265834,-0.5166666666666666,0.0,0.0,0.13636363636363635,1.0
56,may16_may17,617.0,0.11467945693330621,0.23144345142832196,-0.4322916666666667,0.0,0.0,0.26666666666666666,0.8
57,may17_may18,557.0,0.10804618624692681,0.24803742745645777,-0.875,0.0,0.04267676767676768,0.2333333333333333,0.9
58,may18_may19,606.0,0.12593228816929314,0.2529652053906265,-0.78125,0.0,0.05,0.27875000000000005,0.85
59,may19_may20,555.0,0.1355622462289129,0.26207744082904044,-0.45,0.0,0.06704545454545455,0.25,1.0
60,may20_may21,566.0,0.076109444393455,0.24802270954910874,-1.0,0.0,0.0,0.13636363636363635,1.0
61,may21_may22,700.0,0.09890237837559267,0.26634110255818844,-0.7142857142857143,0.0,0.0,0.25,0.75
62,may22_may23,801.0,0.16477889515810867,0.27773827493989917,-0.5,0.0,0.0,0.33988095238095245,1.0
63,may23_may24,595.0,0.10677364620090461,0.25866702169825107,-0.7142857142857143,0.0,0.0625,0.25625,0.6666666666666666
64,may24_may25,521.0,0.1477322213890112,0.2506146367790152,-0.75,0.0,0.13636363636363635,0.26166666666666666,0.8
65,may25_may26,493.0,0.13353091367163378,0.19886283863162607,-0.2916666666666667,0.0,0.06818181818181818,0.25,1.0
66,may26_may27,450.0,0.1637587061087061,0.30152082043434136,-0.8499999999999999,0.0,0.11166666666666666,0.3181818181818182,1.0
67,may27_may28,523.0,0.09533573882432629,0.24768130153518678,-0.3888888888888889,0.0,0.0,0.21212121212121213,0.85
68,may28_may29,569.0,0.15007249560632688,0.2482573650383487,-0.5,0.0,0.02159090909090909,0.3,1.0
69,may29_may30,503.0,0.10736827591449857,0.22815867976556617,-0.5,0.0,0.013888888888888895,0.23,0.7999999999999999
70,may30_may31,485.0,0.12471902604840748,0.20401648613405018,-0.37777777777777777,0.0,0.05,0.2433333333333333,0.65
71,may31_june1,399.0,0.14167341024797164,0.2629730531703836,-0.6,0.0,0.05,0.32575757575757575,1.0
72,june1_june2,423.0,0.11072211232798872,0.2565816258913022,-0.4,0.0,0.009722222222222224,0.21666666666666667,1.0
73,june2_june3,311.0,0.14810101842620432,0.23471214373265128,-0.35,0.0,0.05625,0.3029166666666667,1.0
74,june3_june4,393.0,0.135195043859166,0.2432490125785544,-0.5625,0.0,0.06527777777777778,0.3029166666666667,1.0
75,june4_june5,482.0,0.13015993141252477,0.271059043638202,-0.6,0.0,0.014285714285714282,0.275,1.0
76,june5_june6,458.0,0.09188752091249364,0.24487596524996724,-0.625,0.0,0.05155122655122655,0.25,0.7
77,june6_june7,418.0,0.1577818268697455,0.26156441873367814,-0.6,0.0,0.1,0.3,1.0
78,june7_june8,360.0,0.07881345016318839,0.2615346493452153,-1.0,0.0,0.011868686868686862,0.2416666666666667,0.75
79,june8_june9,433.0,0.1422447253798293,0.19838715490904374,-0.5,0.0,0.13636363636363635,0.3333333333333333,0.6
80,june9_june10,453.0,0.10536958794823033,0.27726277918614256,-1.0,0.0,0.016477272727272733,0.30000000000000004,0.8
81,june10_june11,428.0,0.1151968344155844,0.18012547903170087,-0.275,0.0,0.054545454545454536,0.23863636363636367,0.625
82,june11_june12,449.0,0.14323101561269713,0.24231028080931447,-0.29296875,0.0,0.039285714285714285,0.25,1.0
83,june12_june13,470.0,0.12384411828883714,0.25408657897055503,-1.0,0.0,0.04375,0.2355050505050505,1.0
84,june13_june14,400.0,0.13744788472522845,0.2549326575878516,-0.8,0.0,0.06818181818181818,0.2828125,1.0
85,june14_june15,394.0,0.1615238715563906,0.2131791966777889,-0.3333333333333333,0.0,0.13125,0.26666666666666666,1.0
86,june15_june16,577.0,0.171903824860389,0.24292177059670644,-0.4,0.0,0.13125,0.3375,0.8
87,june16_june17,568.0,0.1459594935458712,0.2558969942293528,-0.2333333333333333,0.0,0.0,0.2346064814814815,1.0
88,june17_june18,529.0,0.1279531090290272,0.22890365741064378,-0.7,0.0,0.07992424242424243,0.25,1.0
89,june18_june19,607.0,0.1512766525130096,0.21092732384264518,-0.3404761904761905,0.0,0.14285714285714285,0.27187500000000003,0.8
90,june19_june20,611.0,0.12044807930446229,0.2008709484969077,-0.5,0.0,0.07083333333333333,0.25,0.75
91,june20_june21,629.0,0.20283218546086193,0.29457293512198973,-0.640625,0.0,0.1255681818181818,0.3976190476190476,1.0
92,june21_june22,507.0,0.15720822501843565,0.29928694104088394,-0.5,0.0,0.03333333333333333,0.28409090909090906,1.0
93,june22_june23,577.0,0.18783289693168378,0.2510593258733382,-0.3625,0.0,0.12777777777777774,0.3133333333333333,1.0
94,june23_june24,504.0,0.13095241942526167,0.2183683136131026,-0.625,0.0,0.1,0.2671428571428572,0.6583333333333333
95,june24_june25,520.0,0.1306937793832325,0.22928451901244828,-0.6,0.0,0.09545454545454546,0.25,1.0
96,june25_june26,584.0,0.17049114709966592,0.23580946467884345,-0.4333333333333333,0.0,0.1375,0.3020833333333333,0.8
97,june26_june27,597.0,0.15316338184428635,0.25368728920854655,-0.4333333333333333,0.0,0.125,0.3,1.0
98,june27_june28,826.0,0.13714936457681404,0.2188408286673771,-0.25,0.0,0.09666666666666664,0.25,0.85
99,june28_june29,529.0,0.123273569776553,0.2564060987725495,-0.41875,0.0,0.0,0.2694805194805195,1.0
100,june29_june30,619.0,0.1728793065667056,0.22131318732054564,-0.2311111111111111,0.0,0.13636363636363635,0.325,1.0
101,june30_july1,606.0,0.10786096055750699,0.22765489750253395,-0.5,0.0,0.016666666666666666,0.2,0.75
102,july1_july2,724.0,0.145905125769335,0.25052253554345794,-0.5,0.0,0.08452380952380953,0.2611363636363636,1.0
103,july2_july3,580.0,0.11532762725779964,0.20274340873318208,-0.3333333333333333,0.0,0.0,0.26268939393939394,0.5599999999999999
104,july3_july4,589.0,0.14370220976439144,0.24287971098756606,-0.5,0.0,0.09375,0.24000000000000005,1.0
105,july4_july5,843.0,0.17653024389484578,0.28037568248824496,-0.8,0.0,0.11818181818181818,0.325,1.0
106,july5_july6,595.0,0.17150305425200382,0.3046728318519295,-0.7999999999999999,0.0,0.13125,0.3066666666666667,1.0
107,july6_july7,508.0,0.16119960346753529,0.2317361066128665,-0.16666666666666666,0.0,0.1,0.2575757575757576,0.9765625
108,july7_july8,503.0,0.12064084229591189,0.2040171896599121,-0.36458333333333337,0.0,0.06818181818181818,0.21212121212121213,0.875
109,july8_july9,581.0,0.15060836884954784,0.2582132266817761,-0.625,0.0,0.125,0.325,1.0
110,july9_july10,794.0,0.11868360478207769,0.2648500161121452,-0.5,-0.0625,0.03125,0.2,1.0
111,july10_july11,654.0,0.17192004524668897,0.23355643518665214,-0.30000000000000004,0.0,0.13636363636363635,0.3121212121212121,0.65
112,july11_july12,651.0,0.1372656632708476,0.19877096350984624,-0.39166666666666666,0.0,0.10606060606060604,0.2888888888888889,0.6125
113,july12_july13,528.0,0.12075137991567915,0.22751528971323143,-0.5,0.0,0.04,0.2444444444444445,1.0
114,july13_july14,511.0,0.12145549724836663,0.21329625848507666,-0.375,0.0,0.016666666666666666,0.22916666666666666,1.0
115,july14_july15,565.0,0.1638685735231383,0.2574446549896438,-0.3538818359375,0.0,0.08181818181818183,0.35,1.0
116,july15_july16,508.0,0.14666275173226453,0.24634414962661125,-0.7,0.0,0.09492544492544491,0.2713068181818182,0.9765625
117,july16_july17,574.0,0.07822304011682278,0.28162283492885054,-1.0,0.0,0.06527777777777778,0.20000000000000004,1.0
118,july17_july18,660.0,0.15647929511565875,0.268460427532004,-0.4,0.0,0.07000000000000002,0.25,1.0
119,july18_july19,727.0,0.14592632591884655,0.24725919821800899,-0.5,0.0,0.08712121212121211,0.2225,1.0
120,july19_july20,596.0,0.12108104009346667,0.24789430196728304,-0.6,0.0,0.06413690476190478,0.3,0.7500000000000001
121,july20_july21,568.0,0.2354802722056243,0.2725303879715291,-0.5,0.02,0.2,0.375,1.0
122,july21_july22,666.0,0.12354794899065734,0.21424510231533306,-0.5,0.0,0.10049715909090907,0.21770833333333334,0.7
123,july22_july23,650.0,0.1700405656843157,0.28637424979300075,-0.6999999999999998,0.0,0.13636363636363635,0.3872727272727273,1.0
124,july23_july24,691.0,0.09939172265991576,0.21480017686945274,-0.5,0.0,0.03375,0.17857142857142858,0.85
125,july24_july25,734.0,0.08664910128189249,0.22888649057095145,-1.0,0.0,0.016666666666666666,0.2,0.8375
126,july25_july26,651.0,0.1437990699720593,0.2520964610944948,-0.6,0.0,0.03333333333333333,0.338125,0.7
127,july26_july27,640.0,0.16122702095358346,0.24450409597652745,-0.625,0.0,0.1203125,0.3166666666666667,1.0
128,july27_july28,520.0,0.1426103656181781,0.2447967386286818,-0.5,0.0,0.0962121212121212,0.296875,1.0
129,july28_july29,516.0,0.13726378192221214,0.2205977862114905,-0.46875,0.0,0.062499999999999986,0.27878787878787875,0.78125
130,july29_july30,528.0,0.15973835111122045,0.2528346882641127,-0.4000000000000001,0.0,0.1,0.2810606060606061,0.9765625
131,july30_july31,513.0,0.15134161707981675,0.26172577685585346,-0.5777777777777778,0.0,0.121875,0.3181818181818182,1.0
132,july31_august1,611.0,0.16478310323865036,0.2434354329890293,-0.375,0.0,0.125,0.3333333333333333,1.0
133,august1_august2,635.0,0.16761941103242778,0.24514373585984703,-0.4,0.0,0.10666666666666666,0.3125,0.8
134,august2_august3,514.0,0.1617059719625381,0.27869675143513883,-0.5,0.0,0.0,0.32916666666666666,0.9166666666666666
135,august3_august4,642.0,0.19793348061163482,0.2561639667051529,-0.5,0.0,0.15416666666666667,0.39375000000000004,0.8
136,august4_august5,721.0,0.14683166992893065,0.2557544819793886,-0.6,0.0,0.05833333333333333,0.3,1.0
137,august5_august6,748.0,0.12837204281678238,0.21963238203915691,-0.4374999999999999,0.0,0.1,0.24375,1.0
138,august6_august7,750.0,0.1241232938011063,0.27137196707385275,-0.8,0.0,0.10416666666666667,0.25,1.0
139,august7_august8,750.0,0.1491122587782588,0.2957908994854354,-1.0,0.0,0.08349116161616162,0.3583333333333334,0.8125
140,august8_august9,740.0,0.14915724099708474,0.24339469794051796,-0.4,0.0,0.06666666666666668,0.2857142857142857,1.0
141,august9_august10,598.0,0.11268881795036685,0.27395843946065235,-0.75,0.0,0.03333333333333333,0.28194444444444444,1.0
142,august10_august11,631.0,0.1651848245301098,0.3068399115520012,-1.0,0.0,0.10416666666666667,0.38110795454545454,0.85
143,august11_august12,666.0,0.10688163511755634,0.2318688367348231,-0.6,0.0,0.1,0.24166666666666664,0.95367431640625
144,august12_august13,726.0,0.11505050020890242,0.220405866790076,-0.30000000000000004,0.0,0.033939393939393936,0.2333333333333333,0.875
145,august13_august14,749.0,0.10915174437328976,0.27322205514856857,-0.8,-3.7007434154171876e-17,0.018888888888888882,0.2857142857142857,0.9
146,august14_august15,769.0,0.13727752535416712,0.2560407848224206,-0.7999999999999999,0.0,0.1,0.25,1.0
147,august15_august16,723.0,0.1576163332594868,0.28782796752195194,-1.0,0.0,0.044791666666666674,0.275,0.9
148,august16_august17,646.0,0.13456249804547016,0.227106879816806,-0.5,0.0,0.03333333333333333,0.2609848484848485,0.85
149,august17_august18,713.0,0.17811442203710787,0.2640063888477387,-0.5,0.0,0.11875,0.325,0.9765625
150,august18_august19,962.0,0.1112256606006606,0.2642226446330208,-0.8,0.0,0.06818181818181818,0.25,1.0
151,august19_august20,705.0,0.16683893860266588,0.25118314427366883,-0.65,0.0,0.13636363636363635,0.35,1.0
152,august20_august21,762.0,0.13992095989354145,0.22238275329799023,-0.7999999999999999,0.0,0.125,0.26666666666666666,0.75
153,august21_august22,765.0,0.19246235879312446,0.241476989717488,-0.475,0.0,0.13636363636363635,0.4,1.0
154,august22_august23,630.0,0.13410594035594034,0.2931144131222705,-0.78125,0.0,0.03333333333333333,0.30000000000000004,1.0
155,august23_august24,562.0,0.19348058302907056,0.22398200650407543,-0.2,0.0,0.13636363636363635,0.37777777777777777,1.0
156,august24_august25,632.0,0.13694011801766823,0.24306665498225574,-0.65,0.0,0.11554834054834054,0.275,1.0
157,august25_august26,752.0,0.17277639827943186,0.276605479253053,-0.6,0.0,0.10000000000000002,0.35000000000000003,1.0
158,august26_august27,737.0,0.17552929372658851,0.2794150791616469,-0.8,0.0,0.13636363636363635,0.4,1.0
159,august27_august28,652.0,0.1115590453095246,0.2786702760991139,-0.7142857142857143,0.0,0.06,0.290625,0.8000000000000002
160,august28_august29,637.0,0.11001581444821242,0.3017435446291705,-1.0,0.0,0.06666666666666668,0.2583333333333333,0.7
161,august29_august30,642.0,0.14213660769540834,0.2570571495071363,-0.7,0.0,0.125,0.26666666666666666,0.78
162,august30_august31,510.0,0.15701157809714794,0.1942001265200508,-0.5,0.0,0.13636363636363635,0.3111111111111111,0.7500000000000001
163,august31_september1,561.0,0.15874336132524636,0.3170423127454483,-1.0,0.0,0.12548701298701298,0.30000000000000004,1.0
164,october1_october2,270.0,0.07346658588325256,0.1935260528592192,-0.30000000000000004,0.0,0.0,0.16666666666666666,1.0
165,october2_october3,169.0,0.1335005607373396,0.2470850220663145,-0.75,0.0,0.1,0.2272727272727273,1.0
166,october3_october4,187.0,0.1274521796781155,0.2475812697578022,-0.5,0.0,0.0,0.221875,1.0
167,october4_october5,171.0,0.09450437963595859,0.25427446456029246,-1.0,0.0,0.0,0.16,1.0
168,october5_october6,133.0,0.11721429520771626,0.25470527768455464,-0.46875,0.0,0.0,0.240625,1.0
169,october6_october7,166.0,0.06039516199719513,0.25340135271351016,-0.8,0.0,0.0,0.16666666666666666,1.0
170,october7_october8,195.0,0.053617953805453804,0.17749211903713893,-0.5,0.0,0.0,0.13636363636363635,0.6666666666666666
171,october8_october9,213.0,0.12771934355854545,0.22122523473243288,-0.30000000000000004,0.0,0.0,0.25,1.0
172,october9_october10,244.0,0.15830217426016605,0.2421444342724477,-0.25,0.0,0.04,0.2833333333333333,1.0
173,october10_october11,271.0,0.13132054766164544,0.24892808978890363,-0.5,0.0,0.04861111111111111,0.25,0.85
174,october11_october12,239.0,0.11557697256834286,0.22323453051776757,-0.5,0.0,0.04545454545454545,0.25,0.7
175,october12_october13,213.0,0.11690051927727983,0.24778884079028662,-0.6999999999999998,0.0,0.0,0.25,0.925
176,october13_october14,220.0,0.09027455152171061,0.2286384572088962,-0.625,0.0,0.03409090909090909,0.16875,0.8
177,october14_october15,259.0,0.15514723758138937,0.28103732590537617,-0.75,0.0,0.07199999999999998,0.31306818181818186,1.0
178,october15_october16,195.0,0.13387039210789212,0.24375952319837715,-0.2083333333333333,0.0,0.028787878787878782,0.22613636363636364,1.0
179,october16_october17,254.0,0.13630832811381532,0.2298012247473346,-0.75,0.0,0.03125,0.27954545454545454,1.0
180,october17_october18,270.0,0.126659546141689,0.2674850658895502,-1.0,0.0,0.08333333333333333,0.25,0.7675
181,october18_october19,224.0,0.15289653525650318,0.2601230002591547,-0.625,0.0,0.08006493506493506,0.25416666666666665,1.0
182,october19_october20,269.0,0.07980558371822312,0.2268975657957984,-0.5,0.0,0.0,0.16666666666666666,1.0
183,october20_october21,244.0,0.10575116344455485,0.22956279018226766,-0.5,0.0,0.01499999999999999,0.2,0.8333333333333334
184,october21_october22,251.0,0.10713679103930598,0.253820510761946,-0.5,0.0,0.0,0.2333333333333334,0.9
185,october22_october23,237.0,0.14728124372111717,0.23700174270198995,-0.4,0.0,0.07916666666666666,0.275,1.0
186,october23_october24,329.0,0.07070739856226178,0.22858035493714332,-0.8,0.0,0.0,0.2272727272727273,0.5
187,october24_october25,301.0,0.07156173944795208,0.22969272520493206,-0.625,0.0,0.0,0.13636363636363635,0.8
188,october25_october26,209.0,0.13304022510362223,0.2682072392646149,-0.4,0.0,0.03333333333333333,0.2,1.0
189,october26_october27,238.0,0.10429743859349296,0.19851205739769956,-0.2916666666666667,0.0,0.022222222222222227,0.2,0.8
190,october28_october29,271.0,0.15856636675132985,0.2920730049767644,-0.5,0.0,0.0,0.3125,1.0
191,october29_october30,314.0,0.11464941154033512,0.27903618375325107,-0.794642857142857,0.0,0.004166666666666667,0.26250000000000007,1.0
192,october30_october31,320.0,0.09100296233352874,0.21999107107724694,-1.0,0.0,0.05676767676767676,0.225,0.6333333333333334
193,october31_november1,546.0,0.21269225400921832,0.2724826137587374,-0.5,0.0,0.13636363636363635,0.4,1.0
194,november1_november2,281.0,0.18362523943039957,0.2681312104223402,-0.4583333333333333,0.0,0.078125,0.3583333333333333,1.0
195,november2_november3,199.0,0.13910565634811867,0.23807728905520684,-0.6,0.0,0.1,0.25625,0.890625
196,november3_november4,248.0,0.08561238828375925,0.25406034476977585,-0.7142857142857143,0.0,0.0,0.1787878787878788,1.0
197,november4_november5,210.0,0.09232258383151241,0.2035284360740064,-0.5,0.0,0.0,0.2,0.675
198,november5_november6,238.0,0.14173833027529195,0.3114477164924867,-0.7999999999999999,0.0,0.0,0.26576704545454544,1.0
199,november6_november7,225.0,0.11553643950846332,0.26329093318281144,-0.5249999999999999,0.0,0.0,0.2031539888682745,1.0
200,november7_november8,222.0,0.14396972730306062,0.2314017687456641,-0.6,0.0,0.1,0.3178030303030303,1.0
201,november8_november9,224.0,0.20668468727453101,0.28851987256617045,-0.35,0.0,0.1,0.40909090909090906,1.0
202,november9_november10,155.0,0.08518832259810082,0.22114358784709626,-0.36603515625,0.0,0.0,0.2,0.8
203,november10_november11,199.0,0.11498608682693166,0.18202947200449912,-0.5,0.0,0.075,0.23122767857142856,0.825
204,november11_november12,235.0,0.16224139807444327,0.3016442471706654,-0.7333333333333333,0.0,0.03409090909090909,0.293828125,1.0
205,november12_november13,224.0,0.1333531103383224,0.23793818874506947,-0.2880952380952381,0.0,0.04545454545454545,0.21944444444444444,1.0
206,november13_november14,256.0,0.08112389150291983,0.27395964160543435,-1.0,0.0,0.0,0.2272727272727273,0.8999999999999999
207,november14_november15,304.0,0.14586502655787195,0.2666350798131792,-0.5,0.0,0.05625,0.2571969696969697,1.0
208,november15_november16,257.0,0.11901019470693595,0.23441410326222847,-0.375,0.0,0.0,0.25,1.0
209,november16_november17,222.0,0.15847308372698998,0.28935811701816777,-0.5,0.0,0.0,0.4,0.8662109375
210,november17_november18,284.0,0.14758734541084895,0.25955930795756976,-0.3,0.0,0.014393939393939384,0.2,1.0
211,november18_november19,264.0,0.08468989133761862,0.209983086309236,-0.3,0.0,0.0,0.15,1.0
212,november19_november20,291.0,0.18037720882115213,0.27891344266929163,-0.5,0.0,0.11666666666666667,0.3190909090909091,0.875
213,november20_november21,283.0,0.05884436267828493,0.2316255352585745,-1.0,0.0,0.0,0.13068181818181818,1.0
214,november21_november22,295.0,0.13078882040746448,0.23936056171910108,-0.2,0.0,0.0,0.1875,1.0
215,november22_november23,275.0,0.12035781243167608,0.28053681974386013,-0.5,0.0,0.0,0.3272727272727273,1.0
216,november23_november24,232.0,0.07435829974623077,0.21104364123897118,-0.25,0.0,0.0,0.1722222222222222,0.7
217,november24_november25,286.0,0.07728642254210437,0.2272757610840334,-0.9375,0.0,0.016666666666666666,0.16,0.8
218,november25_november26,314.0,0.09097290846648928,0.2560145510660247,-0.6,0.0,0.0,0.16666666666666666,1.0
219,november26_november27,448.0,0.1120425960887038,0.3025439659705917,-1.0,0.0,0.1,0.32083333333333336,0.8125
220,november27_november28,282.0,0.10638565236969492,0.2342189198141485,-0.2875,0.0,0.0,0.1965909090909091,0.8
221,november28_november29,252.0,0.12488350531009261,0.23644618180444194,-0.6,0.0,0.032467532467532464,0.22666666666666666,0.9375
222,november29_november30,234.0,0.12589588296319065,0.28969649685729965,-1.0,0.0,0.03333333333333333,0.34069264069264066,1.0
223,november30_december1,267.0,0.0803862454129308,0.19922601251938832,-0.3833333333333333,0.0,0.0,0.14722222222222225,0.8
224,december1_december2,272.0,0.15457428473283252,0.2511735550742278,-0.4,0.0,0.062215909090909086,0.25,0.9765625
225,december2_december3,259.0,0.12423766588945158,0.2588336493126574,-0.4318181818181818,0.0,0.0,0.19301948051948045,1.0
226,december3_december4,297.0,0.10088942576316315,0.2284532584845348,-0.7999999999999999,0.0,0.0,0.13636363636363635,1.0
227,december4_december5,303.0,0.09572332530872135,0.2594480988670158,-0.5,0.0,0.025,0.25,1.0
228,december5_december6,298.0,0.1335649913565182,0.22471812526863236,-0.3333333333333333,0.0,0.06375,0.25,1.0
229,december6_december7,187.0,0.11991800822716597,0.23576000056187874,-0.35,0.0,0.034999999999999976,0.25,1.0
230,december7_december8,346.0,0.10141146967194656,0.22348411167087864,-1.0,0.0,0.02361111111111111,0.19245580808080798,0.625
231,december8_december9,274.0,0.11292444287768191,0.20041171063417168,-0.325,0.0,0.008333333333333331,0.25,0.75
232,december9_december10,254.0,0.06327511688879799,0.26570037302928357,-0.625,0.0,0.0,0.13636363636363635,1.0
233,december10_december11,280.0,0.1303216572613894,0.2404936659952391,-0.4,0.0,0.033333333333333326,0.25,1.0
234,december11_december12,333.0,0.15688784123679958,0.2531870746651402,-0.4208333333333333,0.0,0.025,0.275,1.0
235,december12_december13,331.0,0.08164179117186103,0.2331515213776394,-0.5,0.0,0.0,0.25,0.8
236,december13_december14,271.0,0.08443938737856765,0.1668109135997593,-0.3333333333333333,0.0,0.0,0.15000000000000002,0.8
237,december14_december15,230.0,0.13929254305477135,0.25496127237176575,-0.5,0.0,0.043181818181818175,0.2816666666666667,1.0
238,december15_december16,295.0,0.09800537660707152,0.25680137977292655,-0.625,0.0,0.06666666666666668,0.21666666666666665,1.0
